Tweet,Sentiment,Sentiment_Expression
من أنت..؟!. لم أعد أعرفك ملءَ الحقيقة؛ لا أستطيع أن أشير إليك بيدٍ واثقة لأقول «أنت حبيبي».. رغم أنكَ لم تصبح شيئاً عابراً لأقول «كنتَ حبيبي»,negative,explicit
@sawra11 فى هذة المرحلة لونزل واحد من السماء هيبقى كومبارس ومابنى على باطل فهو باطل فى حاجة لازم تحصل تلغى الانتخا… https://t.co/jaqSa50ECr,very_negative,explicit
"نصمت !! لتسير حياتنا على مً يرام فالناّس لم تعد كما كآنت . "" نقيه """,negative,explicit
"@DrBadrani دكتور هل كريم "" هيدروكينون "" يساعد على التخلص من اثار الحبوب الفاتحه وكيف طريقة استعماله اذا يساعد ؟ ات… https://t.co/cXFPfPoeo0",neutral,none
من المفروض على رئيس الجمهورية أن يوضح للبنانيين ما جرى وحول آفاق المرحلة والا نحن بانتظار خطاب أمين عام حزب الله غدا لمعرفة التفاصيل ...,neutral,none
"«ونظر موسى الى الشمال، نحو جبال لبنان وقال: وهذا الجبل؟ اجاب الله وقال: اغمض عينيك. هذا الجبل هو وقف لي. لن تطأه قد… https://t.co/f2zn47ohmV",neutral,none
بعيدا عن محتوى المكتوب .. لكن درس جميل بالمناقشة بعقل وهدوء جعلت الكثير من سب وتجاوز التراجع عن هذا الاسلوب والنقاش… https://t.co/izzYXJAJjr,positive,explicit
"كل الاحترام للمنتخب السوري نافس لاخر لحظة،بس للعلم ياجماعة احنا مابدنا نروح للمونديل لتهزمنا المانيا 8-0 ،🇸🇾🇸🇾 #استراليا_سوريا",positive,explicit
ونلتزم أيضا بما يقوله سماحة السيد حسن نصرالله للحفاظ على بلدنا الحبيب ونلتزم بالدولة وما يصدر ان رئيسها وغير هيك لا احد يهول علينا,positive,explicit
المحبة هي سر استمرار الوجود. وهي أساس بناء هذا الكون وتقدمه وأزدهاره وجماله. وهي سبب وجود اجمل القلوب وانقى النفوس وط… https://t.co/zigd4QJ9B3,very_positive,explicit
@Gebran_Bassil مع كل احترامي لكل الكومنتس.. ما حدا درس عربي ب حياته... الله يقويك يعطيك الف عافية. ✌️ 🇱🇧 الوزير ال… https://t.co/q988zh7RH7,positive,explicit
أتلتيكو سميوني أقذر نسخة من كرة القدم ....لا يمكن تحبه ! كرهي لريال مدريد نقطة في بحر كرهي لأتلتيكو سيميوني,very_negative,explicit
"انت روحي ،،، وانا شوي لاحقك🏃. انت عمري ،،، وانا بجبلك الباطون🏠. انت قلبي ،،، وانا بنقي الاذاعة 💻. "" محشش ٧ ابعاد "" 😂😂😂😂",very_positive,explicit
"كلف الملك سلمان بن عبدالعزيز ملك السعودية، الدبلوماسي عبدالعزيز بن خالد الشمروخي الشمري ""ضابط رفيع المستوى برتبة عميد ركن""، سفيراً في العراق",neutral,none
الجيش الروسي اتهم واشنطن بالتظاهر بمحاربة داعش لتعقيد تقدم الجيش السوري https://t.co/u9TsS9s89Q. #أخبار_دولية ▪… https://t.co/Ase70EVXnt,neutral,none
الطغاة عدة وجوه لعملة واحدة(صدام يسقط طائرة بن خاله ووزيردفاعه ومنافسه بالحكم ويشيع جثمانه ؟! وبن سلمان يكررها مع عمه مقرن بن عبدالعزيز؟,very_negative,explicit
يطلب منا أحيانا أن نكون مهذبين في الكلام واذا تكلمت بكلام لا يعجب الآخر يعترض لا بل يحاول بكل ما أوتي من قوة ليثبت… https://t.co/xeBIpsPW0h,neutral,none
�� إنتظرونا في . . . برنامج #بسمة_أسرة في قرية #إبن_سوقي برعاية كريمة من مؤسسة آل الجميح الخيرية . . . #رفحا #رفحاء… https://t.co/224LiX9t2n,neutral,none
"#رجعت_الضرايب بكل دول العالم باستثناء لبنان مقابل كل ضريبة في خدمة،عنا مقابل كل ضريبة في ضربة بتضربنا بالقلب ،،، طيب ليش انا لبناني؟؟😟😟",negative,explicit
#تحطم_طايره_مروحيه_عسير إنا لله و إنا إليه راجعون اللهم اغفر لعبدك #منصور_بن_مقرن و عوض شبابه في الجنه و جميع م… https://t.co/y1F12HbjQe,very_negative,explicit
-. احنه #فقره ✋. '#شنشتهي' . 'يروح' من #ادينه. #جود 🕊,neutral,none
@HtcLVnAP6dNLKZR عندما تعطى شخص بداية جميلة .. . حاول ان تعطية نهاية اجمل .... لا تؤلم قلبا بدات… https://t.co/jDGa3oajzH,positive,explicit
@elissakh و إني لأوصيك بروحي فهي تسافر إليك أكثر مما تستقر لدي. #احمد_شوقي https://t.co/w0Db3mTmTF,positive,explicit
#ليه_استقال_الحريري الزعطوط سعد الحريري قدم استقالته الى محمد بن سلمان معقول يا ناس ما بيعرف مين رئيس لبنان https://t.co/AAmSJ8jGmc,very_negative,explicit
"وين ماكو واحد زباله داعش لعب بعرضه لعب ، طبعاً انتظروا الاشكال الي راح تطلع بالغربية شوفو أشكالهم صوماليين واشكال وانواع لقطاء😷",very_negative,explicit
نخدم زوار الامام الحسين حفيد رسول الاسلام حتى لو غير مسلم واي كانت جنسيته حتى الايرانيين نخدمهم ك زوار وبشر #الرحمه. #العراق. #ايران. #السعودية,positive,explicit
و أخيراً حضرت الحلقات المتراكمين عليي 19 و 20 اشتقت زمان عن أجواء المسلسل ههه حسيت صارلي فترة طويلة بعيدة عنه 😍 أما… https://t.co/Qb6xqz9NSR,positive,explicit
"نفس الاخطاء تتكرر عالهلال قبل اياب النهائي اصابات لاعبين ، توقف عن المباريات ، ضغوطات سفر وارهاق ومعسكرات وبالاخير نلوم اللاعبين #الهلال",very_negative,explicit
"اللهمَّ أنت حسبي حين تضيق الحياة ، وأنت المُنتصر حين يغلبني الوجع ، اللهمَّ أنت عوني ونجَاتي حين أفقد الحيلة ..|💭'. .. .. #زد_رصيدك47",very_positive,explicit
عاجل جدآ ............... انباء عن قتل #الامير_عبدالعزيز_بن_فهد. بعد تبادل اطلاق نار بينه و بين #قوات_الامن_السعودي؟ تصفية حسابات؟,very_negative,explicit
"الرسالة اللي أوصلتها #السعودية ل #حزب_الشيطان في #لبنان , ان لم تتوقف الصواريخ التي يتم اطلاقها من #اليمن باتجاه ال… https://t.co/FKU2f4m2IJ",negative,explicit
@Niklp9 @Rlb2q صح ما درست طب بيطري بس نعرف المطايه معناه ( حمار ) من اول نظرة اتكل على الله واشتغل رقاصه 😂😂,very_negative,explicit
بلغوا ذلك الاعلامي (عبدالله الهدلق ) بان #فلسطين موجودة قبل الكويت و اننا ها هنا باقون ما بقى فينا و في أبنائنا نف… https://t.co/klCZE259T3,very_negative,explicit
الصحفية پولا أعلنت خبر انه تم قطع قناة المستقبل والMtv لأنهم يعرضون المقابلة مع سعد الحريري هذا تحريض على اهل الضاح… https://t.co/pl1NDD6qsw,negative,explicit
@angie_abdoo88 وآخر شي بيطلعلك كام حمار ع التلفزيون وبيقلولك إسرائيل هي مشكلة الشرق وبسببا في حروب وما بيشوفوا شلة العصابة هدول,very_negative,explicit
#تعو_نقول_شي في ناس ما ببعرفو يحبو لو شو ما تقدملون . وفي ناس ما بيعرفو يكرهو لو قد ما انجرحو,neutral,none
"عاجل| مقتل الشاب عمار حسين أبو خاطر ""32 عاماً"" وإصابة شقيقه بجراح خطيرة في شجار عائلي حدث بمخيم النصيرات وسط قطاع… https://t.co/I1JNYwz9UB",neutral,none
انه جروحي محطه وناس تدفع ناس ركب بيها الحزن والنوح والدمعه جرى ابروحي الحزن مجرى النهر لوفاض وغرف ناعورالحزن ومانشف… https://t.co/emNNhMIPbo,very_negative,explicit
"#مسند_للأنباء:صحيفة دولية تكشف عن ""أخطر"" محاولة اغتيال تعرض لها الفريق الأحمر في #مأرب. https://t.co/Ja1KMNyzzP. .. .… https://t.co/5iXf2ChwSy",neutral,none
"﴿ والصبحِ إِذا تنفس ﴾ . توكل على الله، و ردّد اذكارك ، وتفائل وابتسم ، أصبـحنا وأصبح المُلك لله وحـده لاشريك له ❤",very_positive,explicit
ما هو هذا السر الذي مع أولى قطرات المطر تشدنا رائحة الأرض الى حنين وداخلنا يعيش خليطاً من المشاعر الجميلة#انه عبق العمر ورائحة الذكريات,very_positive,explicit
ياحمار ياسعودي بدك تبقى حمار وملياراتك بطي... إمرائك . الدعاء لا يفيدك والدليل مقدساتك باركت وأمنت وصول صاروخ بو يمن لهدفه والحرمين خادمه طش,very_negative,explicit
السلام عليكم انا صريح واخف الله ولاكن ارغب ان اتزوج من خارج العراق لن فشلة بزواج الاول اتمنه ان يكون طلب من جاد جاد https://t.co/G2glBMjaKk,neutral,none
قليموس من بكركي: الرابطة المارونية تمنت على البطريرك التنسيق مع الرئيس عون حول زيارة الرياض في هذا المفصل الاساسي… https://t.co/iwfV5j7GF9,neutral,none
"في إشارة لـ ""صفقة القرن"".. الأمين العام لحزب الله؛ حسن نصر الله: أمام الفلسطينيين جميعا تحد كبير وخطير جدا https://t.co/KDkRsx7Kdw",negative,explicit
@AmalArafaa لا اعجابين بيوم واحد 😍😍😍 انا ما في 😅. بنحبك والله يحميكي ويسعدك ودائما بشوق لانتظار جديدك يا احلى طاقة ايجابية 😍 بتسعدينا ❤️❤️❤️,very_positive,explicit
تدعوكم حملة #لا_لسياسات_الافقار في زرقاء لحضور لقاء وطني تحت عنوان #لم_نعد_نتحمل. والذي سيعقد في مقر حزب الوحدة/زرقاء اليوم ٦-١١ الساعة سادسة,neutral,none
مع غروب الشمس غرد ياقصيد شاعرك ما نام واليله قهر المفارق هم و((الذكرى)) تزيد واكثر العشاق ذابحها . #السهر_. #مع-… https://t.co/osDr34ENak,negative,explicit
"- لقطة مُتوقعة لمن يعرف شخصية المدربين ، وخصوصاً بعدما حدث في وسائل الإعلام بينهم فيما يخص إصابات اللاعبين. https://t.co/Hl8SiHkFbe",neutral,none
طيب اذا كانت طائرة الحريري اللي راجعة .. شو الو معنى الخبر العاجل حول لقاء الراعي به يوم الاثنين المقبل في الرياض؟؟… https://t.co/m6LcdRtxrp,negative,explicit
"إن كنت تريد الوصول إلى هدف بعيد ، فعليك أن تخطو خطوات إلى الأمام حتى ولو كانت خطوات صغيرة .. #ساعه_استجابه. #قطار_الحرمين",positive,explicit
"مركزا قيادة جديدان للاطلسي بهدف تعزيز ""الردع"" في مواجهة موسكو https://t.co/pKNoxjdRFr. #أخبار_دولية https://t.co/JHbOL4qsYI",neutral,none
#ايران إن الحق س سينتصر على محور الشر الشيطاني الأمريكي الصهيوني وخادماتهم السعوديةا الذي يكون مع الله لا يبآلي من هؤلاء الشياطين,positive,explicit
رابطة الشغيلة: المقاومة رفعت رأس العرب وحققت العزة والكرامة للبنان https://t.co/zXHzUsph98. #لبنان ▪… https://t.co/Tlo13Y7BGc,positive,explicit
"شخص متخلف يجي يكولي خدام مجوس لايران وكفار تدخلون المسيح لكربلاء خلي يلغي المتابعة احنه شيعة العراق منخدم احد على جنسيته و مذهبه او دينه313""",very_negative,explicit
@turki_tata هههههههههههههههه تاتا ما إلنا حل و الله حب الحقراء و الأشرار في دمنا ما في مجال يعني! كل مسلسل بنروح بن… https://t.co/fUq5RHyVJu,negative,explicit
سيذكرني قومي اذا جد جدهم وفي. الليلة الظلماء يفتقد البدر . والله نفتقدك يا وصفي في هذه الصروف الصعبه https://t.co/IWHzVtD4bj,negative,explicit
"يظن بعض المساكين أنهم سيثنون عشاق الحسين (ع) عن زيارته ببعض بأقاويل ساذجة ، يا مساكين الإرهاب والتفجير والقتل لم يثنينا فهل تظن أنت ستفعل !!",positive,implicit
"@mobeid أتسائل مالذي يدفعني إلى ألا أترك الشرق الأوسط إلى الأبد بعد التخرّج, البشر هنا تواجه مشكلة مع التعايش و أحق… https://t.co/nli1qSlTw2",negative,explicit
مع الايام رح تعرف انه التخلي عن بعض الاشياء سواء مشاعر او اشخاص .. هيه أفضل من انه تستمر فيها بقله اهتمام ! 😌,negative,explicit
كل لبنان بيعتذر منك ما حدا عمل شي كرمالك حتى المقربين جداً ف. عذراً دولة الرءيس https://t.co/0Y3z5G3HRq,negative,explicit
"اللهم إنا نسألك في يوم الجمعة خبر يشبه المطر وفرحة تمحي كل حزن ، وفرج لكل صابر ، وشفاء لكل مريض ، وإستجابة لكل دعاء ، إنك على كل شيء قدير ♥️",positive,explicit
"""أن الله كان عليكم رقيبا"". ان الله يراقب جميع أموركم واحوالكم فتقوا الله بالأرحام وعطفوا عليهم وتصدقوا إليهم وحنحنوا على ضعفائهم أسألكم بالله",positive,explicit
إن قدرتنا على تحكيم أدوات البحث العلمي في مختلف التخصصات وبأي عدد يطلب من المحكمين لهو خير دليل على قوة منظومة العم… https://t.co/eQKJHqm3HF,positive,explicit
تقام عصر اليوم على ملعب #نادي_ضمك مباراة مهمّة جداً جداً بالنسبة للنادي وإدارتة وجمهورهـ الكريم . الفوز ولاشي غير ا… https://t.co/ougMBGzZiN,neutral,none
@SajaQalqily ياااه ما ألئمك عموما بستناكي بكرة تجيبي كل المصروف ومصروف اي حد من الدفعة بدو المعلومات الي معي والدا… https://t.co/4E8c8BqcHf,negative,explicit
سيدة الممثلين نضال الاشقر لبنان وسورية روح واحدة ولا يمكن الفصل بينهم مديرة مسرح المدينة .نضال الاشقر ابنة اسعد الا… https://t.co/xWg8pntF8a,positive,explicit
"الصدقة سترك من النار ,قال صلى الله عليه وسلم ""يا عائشة استتري من النار ولو بشق تمرة ,فأنها تسد من الجائع مسدها من ا… https://t.co/vn4S9eDItL",neutral,none
"@hsawiasma الوعي المشترك لا الذاكرة,الان يقال تقنيا ان الوعي يبقى بعد الوفاة. الشاعر العرفاني. كل ما في الكون وهم أ… https://t.co/lJBxET7oFU",neutral,none
لك منيح لي بل أصل وافق حزب الله يفوت ب حكومة فيها جماعة ١٤ آذار وما تفكرو حالكن انكن لبنان. حزب الله هوي لبنان شئتم او ابيتم #بموضوعية,very_negative,explicit
"الصحافي محمد نمر يقول عبر قناة ""الحدث"" إن شعبة المعلومات أكدت أن حياة #الحريري في خطر وأن ثمة معطيات جدية بوجود مخطط لإغتياله #لبنان",negative,explicit
نشعر وكأننا نعيش بانتظار شيء ما ! هل يا ترى سيكون شيئاً ايجابياً ننتظره مع العلم ان العالم كله يغلي والنار تحت الرماد يا رب ارحمنا برحمتك 🙏,negative,implicit
السعودية على صفيح الهيب الساخن المتفجر بين قواسين . اوأدني من داخلها وخارجها ستدفع ثمن ارهابها بأيدها وكل الذي يحصل هوي المقدمة والأتي اعظم,very_negative,explicit
ليش يعتمد التخصص باالجامعات حتى الابتعاث لما تخرجنا ما فيه وظائف ولا وظيفه اعتمادها من الصحه والخدمه المدنيه #ادارة_مستشفيات_يناشدون_الملك,negative,explicit
"اهل كربلاء جايينكم خطار لحد يوم الاربعينيه، ""خدمه لحسين شرفٌ لنا،"". الشكر الجيزل الى اهالي كربلاء وجميع المواكب وخدمة الامام الحسين ع السلام",positive,explicit
هل يوجد دوله بها مليشيات مسلحه ترسل . للدول الأخرى.هل تكلم عن تدخلاته في . اليمن سوريا العراق وخلايا ارهابيه وتجسس في دول أخرى. #السيد_نصرالله,very_negative,explicit
"وصيهامير المؤمنين لكميل بن زيادمختصره (ياكيمل!سم كل يوم باسم الله، وقل لاحول ولا قوه الا بالله وتوكل على الله واذكرنا وسم بأسمائنا وصل علينا",neutral,none
#عاجل اعتقال رئيس حكومة #لبنان المستقيل سعد #الحريري ورئيس الديوان الملكي الاسبق خالد #التويجري اضافة للامير محمد بن فهد بتهمة اختلاس اموال,neutral,none
"بين حلقة مالك مكتبي عن الأطفال وخيالهم الواسع وحلقة وليد عبود مع سمير جعجع، ما حاسس في فرق غير لوغو القناة.. . #بموضوعية",negative,explicit
"اللهم إنك لا تحمل نفساً فوق طاقتها، فلا تحملنا من كرب الحياة ما لا طاقة لنا به، وآغفر لنا وآرحمنا وآهدنا وأصلح حالنا وأحفظنا من كل سوء",neutral,none
"بعد ما تجهز كل اوراقك اللي بدك تشتغل فيهم، بتيجي بنت اختك و بترسم عليهم الحروف الابجدية . وعادي يقولو انت خالهم و لازم تتحمل 😭",neutral,none
"قال الامام علي عليه السلام الدنيا دار ممر لا دار مقر والنَّاس فيها رجلان :رجل باع نفسه فأوبقها ،ورجل أبتاع نفسه فأعتقها.",neutral,none
تسجيل السيارة بألمانيا 40 يورو مع النمر 60 أو 50 ناسي . بلبنان بالألف دولار لتوصل لل 5 ألاف . حسب نوع السيارة. #العمى . #ضرايب_بالقوه,very_negative,explicit
@beirutt007 ما تخافي سمي الاءشياء باءسماءها لاءن الحاد لم يعد يُطاق يجب المواجهة ولو بالكلمة وهي أقوي من الرصاصة لذ… https://t.co/gLje6oZFnu,negative,explicit
#حسن_نصر_الله دائماً يتحدث بهدوء وتعقل فيما يخص الوضع في #لبنان رغم أنه أقوى لاعب بين التشكيلة السياسية في لبنان.. إحذروا الحليم إذا غضب !!,positive,explicit
اللهم أدخل. 🌹🌹🌹🌹🌹أمي🌹🌹🌹🌹🌹. 💓 الفردوس الأعلى 💓. بغير حساب ولا سابق عذاب . الله آميييين يا رب. الله يرحمه ويجعل مثواه الجنة,very_positive,explicit
غالي بقلبي مثل ذاك القمر فوق. واسقيك من عذاب المشاعر وأزيدك . والا بقلبي يعلم الله رصيدك. ان جيت وان ما جيت باقي لك ال… https://t.co/3Bd8ho1rtb,very_positive,explicit
@niFRGVPfJmoquLD اه انتي من اللي بمصو ----- الت لحالي بعرف بيت الاسد زباله جايب صوره شذوذ اي طبيعي تكون اسدي هي بتج… https://t.co/yZSBYlt7Gh,very_negative,explicit
الله ياسيد مافي كلام بعد كلامك.. وبما إنك تكلمت عن المتمنين .ياسيدي بكل صدق تمنياتي وإمنياتي أن تزول السعوديه وتتبدد .ونقل الحجر الأسود لليمن,negative,explicit
"ألناس ماترضى عليك ..... وهذا حزنك من أيديك .... شما تقدم خير وش گد ناوي خير .... ألخير يتناسونه"""" وألشر يجيك ...",negative,explicit
#السبهان : المزايدات في موضوع الحريري مضحكة جدا كل هذا الحب والعشق قتلتم أباه وقتلتم أمل اللبنانيين في حياة سلمية و… https://t.co/jazm8hoY2C,negative,explicit
@iLady_diana حقيييييييييييرة! رفعت ضغطي عم بحاول أرجع أتعاطف معها زي أول كم حلقة بس خلص مش قادرة تواقحت كتير معه إن… https://t.co/jr5s4Dqtx6,very_negative,explicit
الصليب الأحمر الدولي الخاص بشؤون الأسرى يسمح للشعب اللبناني من زيارة رئيسه الأسير في السعوديه والاولويه ل ١٤اذار طائفية #الحرية_لسعد_الحريري,negative,explicit
في حياتك من يستحق المكان الأول وهناك من يستحق الأخير // ولكن حتما هناك الكثيرين في حياتك من لا يستحق حتى المرور أمام نافذة بيتك //,neutral,none
مصر البلد العربي الثالث يتأهل لكأس العالم بعد السعوديّة وتونس مبروك ويبقى لسوريا أن تتأهل ليكتمل الحلم العربي في روسيا ٢٠١٨,very_positive,explicit
@_i4U1 @aniyq_ في الحياة لا توجد اي صدفة بل هي ارادة الله سبحانه و تعالي تتجلى في هذه المواقف فهو مسبب الاسباب,very_positive,explicit
يلي تلوم القلب في حب طيره عزالله انك ما تعرف الولع كيف الطير في قلبي وماسك جريره مثبته بالقلب ياراعي الكيف https://t.co/KKdf7Fy6e7,very_positive,explicit
"السلام عليكم ورحمة الله وبركاتة ، سعادة المستشار الكل يعلم أن أمام نادي الهلال مهمة وطنية مفصلية في تاريخ النادي وا… https://t.co/0J6jCRPbH6",very_positive,explicit
@HAls___ يا ليت بعد يفكونا من اللبنانيين الحاقدين المتواجدين بمناصب عليا في شركات سعودية ورواتب خيالية واعطاء الفرصة للشباب السعودي .,negative,explicit
"@flaming44859468 بيب صنع فريق مميز من كل النواحي ، لكن صدقني الاسلوب الدفاعي لمورينهو وكونتي لا يشبه اسلوب فينغر ابداً.",positive,explicit
صاروخ يمني مبارك على السعودية يصل بسلامة.ويزلزل الرياض نرجوا من سعد الحريري. ان ينتبه لنفسه. بكرا بقولوا راح في الصاروخ,very_negative,explicit
يا خير الرازقيـــن. ارزقنا إيمانًا لا ريب فيه. ورزقًا لا جحـــود فيه. ونصــراً لا كِبـــر فيه. وعـــزاً لا ذُل فيه. وعِلـماً لا ضـــلال فيــه,positive,explicit
"من حبهم لأبناء وطنهم، و سعيهم للمساهمة بخدمة الأسر المحتاجة في الأردن، تطوع طلاب مدراس الكلية العلمية الإسلامية بتع… https://t.co/cOxpRiYnNz",positive,explicit
@HichamBoulos . عيدك مش ايا عيد عيدك متل الاحلام. بطلب من ربي يزيد بعمرك اجمل ايام. في احلى من هيك كلام🤗😍😙. كل سنة وانت… https://t.co/8GLvDv1nsM,very_positive,explicit
إعلام ال سعود صدعوا رؤوسنا باتهام ايران بالتدخل وباحتجاز سعد الحريري عرف العالم تدخل سعودي السافر في سيادة لبنان #شوفولنا_رئيس_حكومتنا_وين,very_negative,explicit
"صقر لـ""المستقبل"": اتفهم قلق بعض الناس وكل الاسئلة التي تشغل بالهم سيرد عليها الرئيس الحريري عندما يعود للبنان. وانا أتواصل بشكل يومي معه",positive,explicit
رافق اصيل في زمانك يصافيك لا شاف زلاتك عن الناس غطاك ترى الصديق اللي يحبك ويغليك تلقاه عونك. على الشده ويمناك 🙂… https://t.co/TOOoeHK5qY,positive,explicit
"@LeJoe_ ما خص الحكم اذا رئاسي او لا،الرئيس هو اللي بيعمل الكرسي ، والله يطول بعمر رئيسنا الفخامه والعماد للبلد وهي… https://t.co/7t6y4xrfWR",positive,explicit
رئيس وزراءلبنان سعد الحريري يقدم استقالته و يؤكد رفضه استخدام سلاح حزب الله ضد اللبنانيين والسوريين ويعرب عن خشيته من تعرضه لمحاولة اغتيال,very_negative,explicit
كل حدى تأمر ع منتخب وباعو لازم تتعلق مشنقتو الله لا يسامح لباع #لبنان وحرمنا هل فرحة لو بدنا ناكل 20 غول بكأس العالم.. مبروك ل #مصر,negative,explicit
طييييط عليج وعلى دماغج الي محشه نعل مكطعه. مو صوجج ولله صوج السواج نائبه. هوه انتي شكلج مال حفار مال كبور بوادي السلام https://t.co/adOQurDllj,very_negative,explicit
هل تعلم ان حارس المنتخب السوري الحالي هو شبيح اخو شرموطة كان يحمل السلاح ويقتل السوريين الابرياء؟! لا والله شكلك ما… https://t.co/yi5e5xyMND,very_negative,explicit
الي دا تكتب ع الصراحه حبيبي اني اصلي من الموصل!!!! شيعة وعشايرنا بعدها هناك قبيلة طي بس اهلها نواصب وبيبيتي شالت لبغداد الله يرحمها,negative,explicit
"هذا هو حرف القاف وهو الحرف الحادي و العشرين من حروف الهجاء العربية، وهو في الأصل مجهور أصابه التهميس في معظم الألسن… https://t.co/pJzcesuh0L",neutral,none
"أهل رزقوا بطفلهم الأول والوحيد بعد 11 سنة, الطفل ما بيعرف كلمة لا وبياكل حلو وشوكولا أغلب وقته ومصروفه بكفي كل الصف… https://t.co/zvBhRFz6dc",negative,explicit
"تعبت من الأنتظار، . تعبت من القهوه اصبحت مرار. تعبت من الكذب والتكرار. الى اين المفر الى الماضي،مستحيل . الى المستقبل لا اعتقد. لم يعد غير الفرار",negative,explicit
غدا سأتوجه لزيارة .. غدا سأمشي مع قافلة العاشقين و أتزين بغبار الزوار سأتوجه بقلبي وكل عقلي قبل جسدي لسيدي الحسين… https://t.co/AEkxvUNBYs,very_positive,explicit
علشان ملوك الليل بيصوروا تحت أي ظروف💪 تكنو سبارك مزود بكاميرا خلفية 13 ميجا بيكسل وفلاش خلفي هيخلي صورك متتأثرش بال… https://t.co/LbcTJYkQsj,neutral,none
اللهم يا من حميت الكعبة من ابرهة الاشرم. نسألك ان تحمي الكعبة وبلادها ورجالها وشعبها من كل شر وان تديم علينا نعمة البيت الحرام..,positive,explicit
مساكم غايتي يا اهل الوفاء والذوق . اردد اﻻشعار وفيكم ازين قافهــــــا. .. يطري علي ناس (ن ) لجاني الشوق. يسعد مساء من قرأء حروفي وشافها,very_positive,explicit
"قد إنتهت جولة، والقادم جولات أراها قريبة وتتسارع. . أيا قاتلي تحضر جيدا""،. تعالَ نُذهلُ من كانوا يظنّون أنهم دولا""… https://t.co/sSJ2sPTZvz",negative,implicit
"""نغلق اعيننا عندما نضحك بشدة،وعندما نحلم وعندما نتعانق وعند الخشوع لان اجمل مافي هذه الحياة لن تراه في عينك بل ستشعر به في قلبك""👌",very_positive,explicit
الحمدلله والشكر الله رزقنا زيارة أبا عبدالله الحسين عليه السلام اللهم نسألك وندعوك بحق أبا عبدالله الحسين إن تكشف ه… https://t.co/wNhuhgLp4W,positive,explicit
مهما صادفك في حياتك تحديات.. إغلق عينيك عن أي مشاعر سيئة تسبب لك الحزن.. وأدر ظهرك للذين خلقوا فيك الألم..وعش حياتك… https://t.co/lYKYtVfd7L,very_positive,explicit
حَس انو حياتو بخطر.. قرر يهرب عالسعودية ويستقيل.. السيد حسن حياتو مستهدفة من زمان.. بس ولا مرة قرر يهرب ويترك مصلحة… https://t.co/e5JipMEbVi,negative,explicit
"استودعتك يا الله كل شيء أحبه ، استودعك أيامي سعادتي و رزقي و مستقبلي و أمنياتي ، واستودعتك كل شخص أحبه ❤️.",very_positive,explicit
"كلما حركتِ شفتيك و أنتِ تردد : . سبحان الله وبحمده ،سبحان الله العظيم - تذكر أنها أثمن أمنيات الموتى ،. فهي تثقلُ الميزان ، و يُحبها الرحمّن ♡",positive,explicit
"- بيب بدأ في السيتي منذ الصفر ، بتكتيك جديد وتشكيلة جديدة .. ولكنه في النهاية صنع فريق عنيد يصعب الفوز عليه ، ممتاز… https://t.co/lrfxsfp2uu",very_positive,explicit
"الـ 140 حرف كانت تعطينا فكرة عن غباء البعض ، الـ 280 حرف ستأكد هذه الفكرة .",negative,explicit
#طرب_مع_مروان_خوري قناة العربي هي من ضمت المبدع مروان خوري الى المحطة وقدمت له برنامج يحمل اسم طرب مع مروان خوري https://t.co/YbT2XYdc9r,positive,explicit
برجيت سعيد قال انتهى عهد عون باستقالة الحريري هيدا يا برجيت أمنيتك بس عهد الرئيس باق باق باق ولازم تلبسي تنورة يا برجيت سعيد 🤣🤣🤣🤣,very_negative,explicit
"@najwakaram تصبحي على خير حُبّي😘. بتمنالِك يَوم جديد مليان خَير و سَلام و أَمن و أمان، الله يكون معِك و يحميكون دايماً🕯🙏❣. بحبّك يا روح قَلبي💘",very_positive,explicit
"@DrThamer دكتور هل كريم "" هيدروكينون "" يساعد على التخلص من اثار الحبوب وكيف طريقة استعماله اذا يساعد ؟ اتمنى الرد… https://t.co/oF2bNM0AqF",neutral,none
"#صارت_معروفة_إنو الكوميديا ب لبنان والضحكة البريئة رحلوا للأبد مع شوشو، ابراهيم مرعشلي، فريال كريم ورياض شرارة .. هيدي الناس لي ما في متلها",negative,explicit
"عندما يصرخ شخص ما في وجهك ، إحتفظ بهدوئك ، فهذا سيزيد غضبه في البداية ثم يشعر بالخجل ، ثم يشعر بالأذى أكثر مما شعرت أنت .",positive,explicit
#عاجل . مجموعة مسلحة تستهدف دورية لجهاز مكافحة الارهاب بالاسلحة الخفيفة في حي القادسية وسط مدينة كركوك,neutral,none
اندية الدوري السعودي ولا نادي فيهم يلعب بخطة ٥/٤/١منتخبنا المفروض يمشي مع نمط اللعب اللي متعودين عليه اللاعبين بدون فلسفه. #السعوديه_البرتغال,negative,explicit
"لست سعيدة مع هذا القدر، لكنني لست تعيسة أيضا، أنا وهو في حالة تراض رضيت بما قدر لي ورضي عني برضاي عنه ..🌿🖤",neutral,none
"رد الوزير #مشنوق بعنف على #باسيل: “لست الآن ولن تكون في المستقبل في موقع يحدد لي وللفريق السياسي الذي أنتمي إليه، لا صلاحيتنا ولا دورنا”🤦‍♂️",neutral,none
والله محد استغل اسماء نجوم الا فاشله حقتهم ههههه من سلمى ل سعد لبطمه والخ وبنهاية قاعده بيتها بدون شغل ماعمدها الابشري @SalmaRach,very_negative,explicit
